filename,cardboard,glass,metal,paper,plastic,trash
paper498_jpg.rf.ec73962e843075a2e5be9b5c4737acdc.jpg,0,0,0,1,0,0
paper483_jpg.rf.316fa19fcd252e7f6020f409d3861288.jpg,0,0,0,1,0,0
paper472_jpg.rf.86b22b145731f96e9ec1a8e5d05a20a4.jpg,0,0,0,1,0,0
paper471_jpg.rf.8020937c54919306f28b7753b053d95e.jpg,0,0,0,1,0,0
paper484_jpg.rf.f64a4c5057275b651d05d23bc9e6fd87.jpg,0,0,0,1,0,0
paper524_jpg.rf.ff6da936537df964beacdf6a198da1db.jpg,0,0,0,1,0,0
paper474_jpg.rf.499bdcb59d6ad59ef080448da10f2628.jpg,0,0,0,1,0,0
paper490_jpg.rf.2cfa50028e9ebdcf9c153ad84768d05c.jpg,0,0,0,1,0,0
paper529_jpg.rf.8565c6db812a98b35182bc9ea9dff13d.jpg,0,0,0,1,0,0
paper522_jpg.rf.5cfc2a4574210c4ec011e7e3b559e2bf.jpg,0,0,0,1,0,0
paper553_jpg.rf.f762a429fb69d3b138aa04ecdfbd4e24.jpg,0,0,0,1,0,0
paper579_jpg.rf.1106059e2789931884d2d24626d0593e.jpg,0,0,0,1,0,0
paper492_jpg.rf.6adc9f3ccb58cf75d1159788a18ed8d5.jpg,0,0,0,1,0,0
paper452_jpg.rf.beb779c68ee170e9bf5264461357d585.jpg,0,0,0,1,0,0
paper521_jpg.rf.076e2c9a554de798eaa52efbcb768861.jpg,0,0,0,1,0,0
paper44_jpg.rf.bb27197b7414c35ae1c4c98e2d9f32e9.jpg,0,0,0,1,0,0
paper58_jpg.rf.6f3ba105dceeaf9723a53d13e9754795.jpg,0,0,0,1,0,0
paper578_jpg.rf.0f91e64d0622c845fa69b0a0de254f40.jpg,0,0,0,1,0,0
paper448_jpg.rf.59ea811b18d5e8dd02c067b290e98a6b.jpg,0,0,0,1,0,0
paper581_jpg.rf.937e8b5a9e8e1f110f8bc76eadd7ff56.jpg,0,0,0,1,0,0
paper52_jpg.rf.345421510d560a3fd22b6e03061a1bf9.jpg,0,0,0,1,0,0
paper539_jpg.rf.bcb495b0a1a01addeab3f131e1bdf926.jpg,0,0,0,1,0,0
paper583_jpg.rf.552f1d300b4b7489b8941699b0db86d6.jpg,0,0,0,1,0,0
paper555_jpg.rf.1bc7a480162fbe3248c64aa9d159213b.jpg,0,0,0,1,0,0
paper556_jpg.rf.08cea0d57f7e30f8fc72c10333629c98.jpg,0,0,0,1,0,0
paper491_jpg.rf.147828fd51fe21ce6e72e5a295eaa1b7.jpg,0,0,0,1,0,0
paper505_jpg.rf.42aa18b00abbb85085c9c4fd6c8809b9.jpg,0,0,0,1,0,0
paper552_jpg.rf.be235811c92e9c6f1c7d394ee00f4b75.jpg,0,0,0,1,0,0
paper572_jpg.rf.6ada12ab7502b21625dd765ff76fdf80.jpg,0,0,0,1,0,0
paper459_jpg.rf.d97e03cf0b31cbe06d2da0bdb0c664ae.jpg,0,0,0,1,0,0
paper523_jpg.rf.193bf97e9f49e85285513db8a2855ff2.jpg,0,0,0,1,0,0
paper54_jpg.rf.c7bd8b3b49cfc64a7f85f3ae81263e21.jpg,0,0,0,1,0,0
paper473_jpg.rf.18de42af34c6c58ae8e7e1b4069f46d8.jpg,0,0,0,1,0,0
paper486_jpg.rf.bf99851f31d7910f3c08a3357bb92b6f.jpg,0,0,0,1,0,0
paper450_jpg.rf.4a1b095227df07df9cda35ee573e7bd9.jpg,0,0,0,1,0,0
paper582_jpg.rf.9f15cb272d8fe16878c64581ee86ead0.jpg,0,0,0,1,0,0
paper536_jpg.rf.77e0c9e4070dec385220cacc7bdcb92d.jpg,0,0,0,1,0,0
paper449_jpg.rf.62e9850c06f8e953035caa8dae1fd3b4.jpg,0,0,0,1,0,0
paper446_jpg.rf.a995438300a32a672906a7cb0511e8a1.jpg,0,0,0,1,0,0
paper494_jpg.rf.647e57223b6045e799fcb8d82695d820.jpg,0,0,0,1,0,0
paper53_jpg.rf.92d2b0ec44a27390823a5dc21025c714.jpg,0,0,0,1,0,0
paper563_jpg.rf.3d67712fab81358e41a6886bca0b3436.jpg,0,0,0,1,0,0
paper480_jpg.rf.2116d9e6ce46b6dd51fe55aa7592a406.jpg,0,0,0,1,0,0
paper537_jpg.rf.2598d4e6103635d562c73d4681d9cf96.jpg,0,0,0,1,0,0
paper580_jpg.rf.4dbc90e9b2d89109d560344caaf9ab47.jpg,0,0,0,1,0,0
paper573_jpg.rf.2a14daac8c4f108b62740310cff09a01.jpg,0,0,0,1,0,0
paper48_jpg.rf.5f10dd092bfcc115a2e7ebd7374ede70.jpg,0,0,0,1,0,0
paper564_jpg.rf.dca10db708f11effc866ed7ff802372e.jpg,0,0,0,1,0,0
paper571_jpg.rf.9da8016b6a0e8bf27c4e26beed575adc.jpg,0,0,0,1,0,0
paper60_jpg.rf.656bfdb1d065412536064657ee5726da.jpg,0,0,0,1,0,0
paper441_jpg.rf.f9db5dd81c873d223a50dd9d8482b67f.jpg,0,0,0,1,0,0
paper458_jpg.rf.6d7316897cd072faecf66795cf6babac.jpg,0,0,0,1,0,0
paper67_jpg.rf.f0948f1b45d3695d99824dd06cdbe969.jpg,0,0,0,1,0,0
paper574_jpg.rf.196942d0b717f0e01008b7b612bcd981.jpg,0,0,0,1,0,0
paper540_jpg.rf.724c080e7acfef3f424ee6320abe3972.jpg,0,0,0,1,0,0
paper481_jpg.rf.a8ebb41f75d0bbde2b11d106667e0db7.jpg,0,0,0,1,0,0
paper84_jpg.rf.07fcb416b89d21944a7c3196ebec908e.jpg,0,0,0,1,0,0
paper500_jpg.rf.11cc4451cb1aa43fba4ac1635fd86dff.jpg,0,0,0,1,0,0
paper485_jpg.rf.60870f8d51889a79cfe25aac7923b768.jpg,0,0,0,1,0,0
paper68_jpg.rf.dff01bdea05a0773673afcebc5baacc2.jpg,0,0,0,1,0,0
paper477_jpg.rf.66a138f1260bb78cbd2f42e3cacdffbf.jpg,0,0,0,1,0,0
paper534_jpg.rf.da8f910d2c40bfa6c3a3c25ebf00a69a.jpg,0,0,0,1,0,0
paper479_jpg.rf.b565956a9fa25360b92244cd63fb0787.jpg,0,0,0,1,0,0
paper549_jpg.rf.39a977fd8a84f94eb9e5e152840fbb07.jpg,0,0,0,1,0,0
paper565_jpg.rf.135fe44b2b8ed82c87f2d2f1546fff9c.jpg,0,0,0,1,0,0
paper6_jpg.rf.248533e0cfa2fe082ac157f3bfdec3aa.jpg,0,0,0,1,0,0
paper466_jpg.rf.6661f2ed45c60a50e9451649b9825ece.jpg,0,0,0,1,0,0
paper78_jpg.rf.cb947d122aa659f5f14287516bcae802.jpg,0,0,0,1,0,0
paper531_jpg.rf.5c328898b757f8d991c42bb1397868cb.jpg,0,0,0,1,0,0
paper447_jpg.rf.c8bb23b5086162eb819b6cb8daf6aeee.jpg,0,0,0,1,0,0
paper546_jpg.rf.e3213336c4677f07b29be6f04f135b2d.jpg,0,0,0,1,0,0
paper5_jpg.rf.984aca42163665070c9911234a0345d8.jpg,0,0,0,1,0,0
paper541_jpg.rf.59182d6437cb94dcc24b430823e6db5a.jpg,0,0,0,1,0,0
paper509_jpg.rf.4ede49c7f24dc39a5fd2f3f04920f439.jpg,0,0,0,1,0,0
paper501_jpg.rf.9a1d3a556e485dc78edbf98bdaa3b4bc.jpg,0,0,0,1,0,0
paper575_jpg.rf.cc24fd906ef7e708afdf5061f52ff830.jpg,0,0,0,1,0,0
paper543_jpg.rf.15b073cafa775e8554c8e6de39e04073.jpg,0,0,0,1,0,0
paper61_jpg.rf.8b7101c38f9df02e75bafef7bfb94d35.jpg,0,0,0,1,0,0
paper66_jpg.rf.667ea692fed62bedb16d6106cc6ca6d5.jpg,0,0,0,1,0,0
paper518_jpg.rf.bdd77362850521f7ba0d16d41c8021c6.jpg,0,0,0,1,0,0
paper594_jpg.rf.5c0cda49025a1a6d4e4fc22ae29b95a7.jpg,0,0,0,1,0,0
paper93_jpg.rf.87fcd5fa1e30f3b5429c531e2f3cf473.jpg,0,0,0,1,0,0
paper547_jpg.rf.98ebef76fdfa84291e3d1140924b7258.jpg,0,0,0,1,0,0
paper64_jpg.rf.19bf3815da4d20f4f9747277ab5b936a.jpg,0,0,0,1,0,0
paper79_jpg.rf.8ea33c51fda75413489369003ce41d24.jpg,0,0,0,1,0,0
paper91_jpg.rf.6e7a5d59d41d5457892b2d423bdb8d19.jpg,0,0,0,1,0,0
paper82_jpg.rf.345faa6ee82b54474bfdd7fc5263f837.jpg,0,0,0,1,0,0
paper569_jpg.rf.ea6a7d6c40c7f51cc24c96baad52f249.jpg,0,0,0,1,0,0
paper443_jpg.rf.a8ccc015a685845b2a1672e5a26f2dcc.jpg,0,0,0,1,0,0
paper544_jpg.rf.e3a87e81174859d78719b10bcf84fb7e.jpg,0,0,0,1,0,0
paper50_jpg.rf.5ca8c4d6a5d602fb4263ce354786a2b6.jpg,0,0,0,1,0,0
paper7_jpg.rf.9086c4cdb7f1674ab1fc179783b74f38.jpg,0,0,0,1,0,0
paper77_jpg.rf.8a52d4a032b17faabd129037b683b589.jpg,0,0,0,1,0,0
paper530_jpg.rf.c4ad2a74a68b75b7168904e38314f1fd.jpg,0,0,0,1,0,0
paper83_jpg.rf.45288a4ba4863f296d85c389159bb13b.jpg,0,0,0,1,0,0
paper503_jpg.rf.b72673fe50d8f01ef5c407be329071ef.jpg,0,0,0,1,0,0
paper55_jpg.rf.7d6a80e58c143572e1794ea71a2ecc21.jpg,0,0,0,1,0,0
plastic111_jpg.rf.4596ab8ab7c892c42837cdbb7abb1121.jpg,0,0,0,0,1,0
paper92_jpg.rf.cea2bc9281507cd0c932ccc6c1f4cf8f.jpg,0,0,0,1,0,0
plastic11_jpg.rf.035abb4cfc5686d3c34b97d6172f193f.jpg,0,0,0,0,1,0
paper504_jpg.rf.6635d19f4160b79cd32d2570d7a71e86.jpg,0,0,0,1,0,0
paper62_jpg.rf.f5fde084892b8257882e8038fb739263.jpg,0,0,0,1,0,0
plastic110_jpg.rf.dcafd044ff481ee1e72f12a04b5eb87e.jpg,0,0,0,0,1,0
paper56_jpg.rf.777d8c6ef0de18eb364634415570bd5d.jpg,0,0,0,1,0,0
paper70_jpg.rf.4610a45f175fbe4943e8a43b115e8189.jpg,0,0,0,1,0,0
paper65_jpg.rf.dfdc31bf3283c8f6285b28ab52c156dc.jpg,0,0,0,1,0,0
plastic123_jpg.rf.8bfb26979e64c294d91446b55aa17f92.jpg,0,0,0,0,1,0
paper584_jpg.rf.4d5937ed3ab2f63473e7106b2d3b3e11.jpg,0,0,0,1,0,0
paper85_jpg.rf.910f38b3a230c3af85388cad7de42ad6.jpg,0,0,0,1,0,0
paper81_jpg.rf.92fecb8c15e3db40c227353efa8c2162.jpg,0,0,0,1,0,0
paper508_jpg.rf.c354e6caa7e6730ac41c58b5f89597d2.jpg,0,0,0,1,0,0
paper554_jpg.rf.7c713318cb6466749faae7a56e7ce6c1.jpg,0,0,0,1,0,0
paper442_jpg.rf.7e6adc0e6744d6c0841a889a03d83b70.jpg,0,0,0,1,0,0
paper72_jpg.rf.5fd42eeabd28d896a4b8195f5df7abae.jpg,0,0,0,1,0,0
plastic10_jpg.rf.f4fffc163ff01f88b464878477f8ff83.jpg,0,0,0,0,1,0
plastic112_jpg.rf.35a06d1d0187eedd1d3ea953f1c119e4.jpg,0,0,0,0,1,0
plastic1_jpg.rf.aa5d3a811dd6e62d6ee358ba49f4a15a.jpg,0,0,0,0,1,0
paper80_jpg.rf.babf0e3ad95ba238dca152f75e3bd1d1.jpg,0,0,0,1,0,0
paper585_jpg.rf.942753612850042457078f243da7a270.jpg,0,0,0,1,0,0
plastic115_jpg.rf.cd1bc434607b70634138b39c5aa572b1.jpg,0,0,0,0,1,0
paper558_jpg.rf.f4eea2e306acb7a70b0b1248a84d07a9.jpg,0,0,0,1,0,0
plastic125_jpg.rf.6932622e392a9e119b907c09a23bdd0f.jpg,0,0,0,0,1,0
plastic157_jpg.rf.f70912a3b74fcb64c191bced735527b6.jpg,0,0,0,0,1,0
plastic124_jpg.rf.7975ef70979c500fc77a23056bf57f85.jpg,0,0,0,0,1,0
paper560_jpg.rf.1f7753d7b9aacf404e4f7131e888eac8.jpg,0,0,0,1,0,0
paper96_jpg.rf.7117fc58f65ba6b2fa3e5aac884ea535.jpg,0,0,0,1,0,0
plastic12_jpg.rf.5d6561c5f6c9f5f4a0adfceecc613105.jpg,0,0,0,0,1,0
paper550_jpg.rf.836737ce9b3ba118e222a3548712428e.jpg,0,0,0,1,0,0
plastic102_jpg.rf.8428a38fd17c639dcd6b64b17b44616b.jpg,0,0,0,0,1,0
paper9_jpg.rf.5ba9a317ac48d87306645b8898dcdf53.jpg,0,0,0,1,0,0
paper73_jpg.rf.9b58ce9d324d02eff58d9ccf6b58ef71.jpg,0,0,0,1,0,0
plastic158_jpg.rf.559aa95b5d4cb3c1ab2da87f73d3c39a.jpg,0,0,0,0,1,0
paper512_jpg.rf.53308184462ce65a96d11c35f0f1db96.jpg,0,0,0,1,0,0
paper99_jpg.rf.09c58be0d905997055007a35e3af5b0a.jpg,0,0,0,1,0,0
plastic159_jpg.rf.8df301f8f4860532115b5bfda6df8047.jpg,0,0,0,0,1,0
plastic118_jpg.rf.2f509fa0c0f135b51b3d752377e0d6bb.jpg,0,0,0,0,1,0
paper59_jpg.rf.574b9880802d7b1f829a52b44744f23b.jpg,0,0,0,1,0,0
paper97_jpg.rf.2b62d79f568c357259c338b3b509e0ce.jpg,0,0,0,1,0,0
plastic116_jpg.rf.3c22ef72951087608e2dbf37819caeac.jpg,0,0,0,0,1,0
paper591_jpg.rf.1ae30455e3e804270e6d2ca54cea14d0.jpg,0,0,0,1,0,0
plastic107_jpg.rf.e6d4bf104c888b2c9168f0f98dec966a.jpg,0,0,0,0,1,0
paper590_jpg.rf.c72673e9e97b287e2863f3bff666775b.jpg,0,0,0,1,0,0
plastic121_jpg.rf.967ab54c749beea7019625c949f3031f.jpg,0,0,0,0,1,0
plastic162_jpg.rf.b8ed4947e4b02a62df5eef344d0372e7.jpg,0,0,0,0,1,0
plastic128_jpg.rf.92858fbeac934418ce812878d14affbc.jpg,0,0,0,0,1,0
plastic161_jpg.rf.b6fa923cd8e673f0c84593ace570059b.jpg,0,0,0,0,1,0
plastic114_jpg.rf.3f7cf39f6e94c0c59a6a8d4e5faf5daf.jpg,0,0,0,0,1,0
plastic164_jpg.rf.d1ba1fb3d2878d625d99035b21836e10.jpg,0,0,0,0,1,0
plastic127_jpg.rf.516f0e3abfd091cc273f2c71a9db585f.jpg,0,0,0,0,1,0
paper86_jpg.rf.1bf4d986cee7688de101697ef4b8c6fd.jpg,0,0,0,1,0,0
paper95_jpg.rf.97284adc2d4dd83caad2e6d0cb21317c.jpg,0,0,0,1,0,0
plastic119_jpg.rf.08a905ccc89dbd69b0802de11bf38d39.jpg,0,0,0,0,1,0
plastic104_jpg.rf.d081546d70a253ef706886b1411b515b.jpg,0,0,0,0,1,0
plastic101_jpg.rf.cf806e8e1fa7a90065fe74c613e5347d.jpg,0,0,0,0,1,0
plastic165_jpg.rf.58c56ae248db56c839c49f23e5cd3655.jpg,0,0,0,0,1,0
plastic140_jpg.rf.89df9fd2d23faff97ee1fc2e70e13118.jpg,0,0,0,0,1,0
paper592_jpg.rf.3b300ff7cbb55a1bfd5b37a0f6bf8dfb.jpg,0,0,0,1,0,0
plastic113_jpg.rf.e02a998636f8ce84d6fccf398e517527.jpg,0,0,0,0,1,0
plastic131_jpg.rf.08a69acbd52a8f114950bd2df92622c4.jpg,0,0,0,0,1,0
paper87_jpg.rf.dc79b0174a3e93aba031d7a387156c2d.jpg,0,0,0,1,0,0
plastic108_jpg.rf.87acec53d1590522ad7248a839e63956.jpg,0,0,0,0,1,0
paper88_jpg.rf.63d3c09ead71f97629b66ec5eb0f7741.jpg,0,0,0,1,0,0
paper94_jpg.rf.60a6d7cc1d568765ddc11a10a44ed890.jpg,0,0,0,1,0,0
plastic139_jpg.rf.d62bdf7881cbe6054dafe2d674b4344b.jpg,0,0,0,0,1,0
plastic153_jpg.rf.d55a30e74f97c0959d4d48c8c4804374.jpg,0,0,0,0,1,0
plastic138_jpg.rf.33933f1da99f3f37c46199b1f4c2aff9.jpg,0,0,0,0,1,0
plastic15_jpg.rf.575d53a408aec462d2ea0357008ac54a.jpg,0,0,0,0,1,0
plastic103_jpg.rf.934072304727e637319f5605137d866c.jpg,0,0,0,0,1,0
plastic126_jpg.rf.2a1f221a308c17ec25ae5826f9e5159b.jpg,0,0,0,0,1,0
plastic151_jpg.rf.2bf6e648c7093aa78c26dafdd7b4a9b3.jpg,0,0,0,0,1,0
plastic141_jpg.rf.9b8746d945244afa7807974b441b1e2d.jpg,0,0,0,0,1,0
plastic156_jpg.rf.d0be15e015ba037eb1fb2eb3c75df46b.jpg,0,0,0,0,1,0
plastic129_jpg.rf.3906bde6796aeda55f0f7f1aa37c5856.jpg,0,0,0,0,1,0
paper89_jpg.rf.699b6d3ca5033d3b805c7cca312ebcc5.jpg,0,0,0,1,0,0
plastic130_jpg.rf.83793b7e81e01a246d60c25f4dbeed05.jpg,0,0,0,0,1,0
plastic155_jpg.rf.038eac36d3c1ebea0c19497ee52077a9.jpg,0,0,0,0,1,0
plastic148_jpg.rf.89136360decb8aea4df62d00a35a91bd.jpg,0,0,0,0,1,0
plastic144_jpg.rf.775f4022a1fc9000506b177c887a7b2d.jpg,0,0,0,0,1,0
plastic169_jpg.rf.7b54133c396557204f34b3114440fa95.jpg,0,0,0,0,1,0
plastic146_jpg.rf.0dc4fe6cebee92b949a25e022b6d7cd5.jpg,0,0,0,0,1,0
plastic145_jpg.rf.8db3d20a027ecf2d513ac6000a3d2d7d.jpg,0,0,0,0,1,0
plastic154_jpg.rf.4b0cc33bee945d337b690b5b1237bae4.jpg,0,0,0,0,1,0
plastic171_jpg.rf.0e6d1380177e4e92691e9bc0ebcbec78.jpg,0,0,0,0,1,0
plastic136_jpg.rf.fcd59826d6a52d4970196f3fe6b875cd.jpg,0,0,0,0,1,0
plastic178_jpg.rf.992b55e9a36db6a5f85766d7475143fa.jpg,0,0,0,0,1,0
plastic177_jpg.rf.bab1b67aa20839d8426facca4984ca69.jpg,0,0,0,0,1,0
plastic147_jpg.rf.fb14ffa4d939280c7fa9c651286a7b45.jpg,0,0,0,0,1,0
plastic175_jpg.rf.2f1bc39d76341964062769ad520ee301.jpg,0,0,0,0,1,0
plastic137_jpg.rf.ff3aaef3e008262fbab22b0eecd82ce5.jpg,0,0,0,0,1,0
plastic133_jpg.rf.ef832f9cddd9550b0f0f9dafabe2ab98.jpg,0,0,0,0,1,0
plastic267_jpg.rf.5426d2392f7c1de4992233f0b8c5ed4f.jpg,0,0,0,0,1,0
plastic237_jpg.rf.fd58adfda6f605f48624c3c221a572db.jpg,0,0,0,0,1,0
plastic174_jpg.rf.264a345c0f03a7449adc805ee41d7dc1.jpg,0,0,0,0,1,0
plastic168_jpg.rf.06879ac9b9d36726c29b109e1dd1aba9.jpg,0,0,0,0,1,0
plastic272_jpg.rf.1414caed6c7778acef5388ddd560b7e2.jpg,0,0,0,0,1,0
plastic22_jpg.rf.6113e410886833d11bf034a36547026d.jpg,0,0,0,0,1,0
plastic150_jpg.rf.141ee77a2a943e87792fd3e0505b6059.jpg,0,0,0,0,1,0
plastic273_jpg.rf.0fb1f70e8cb6d2bf8e4d3afc63ed0b6a.jpg,0,0,0,0,1,0
plastic185_jpg.rf.5526320dd931da7d2a078443be94d057.jpg,0,0,0,0,1,0
plastic295_jpg.rf.ca9e66acdeacf4c0b9bd1eadf0ed01fe.jpg,0,0,0,0,1,0
plastic271_jpg.rf.46bb4299bb87af8ebcd6ca2c317f1266.jpg,0,0,0,0,1,0
plastic274_jpg.rf.d3e6b0fda22acf30ef1007b20e4d2829.jpg,0,0,0,0,1,0
plastic14_jpg.rf.2c050a291516ba5953f074699d6a5273.jpg,0,0,0,0,1,0
plastic27_jpg.rf.2effa424c13f57d77722d0dd3d88bddf.jpg,0,0,0,0,1,0
plastic20_jpg.rf.27b78e657dddc60e5dfa722448c0730a.jpg,0,0,0,0,1,0
plastic278_jpg.rf.faf6744af95be488b3695d716b94fbf6.jpg,0,0,0,0,1,0
plastic236_jpg.rf.d66bc5363be9ab64875d1e8aff090d68.jpg,0,0,0,0,1,0
plastic202_jpg.rf.92df3099f2d9ab94a4851b7fd9faa550.jpg,0,0,0,0,1,0
plastic293_jpg.rf.a583fd2e27c9da8ab0a8d2c7587bdca2.jpg,0,0,0,0,1,0
plastic190_jpg.rf.6ce89ced7014cbe989194f806301e460.jpg,0,0,0,0,1,0
plastic277_jpg.rf.855ce8ef0b0d4e84243e797e56789416.jpg,0,0,0,0,1,0
plastic296_jpg.rf.801164feb1169cfda58331d4bc102fe4.jpg,0,0,0,0,1,0
plastic242_jpg.rf.b639d3e56e8c0f27fb372be54adb5721.jpg,0,0,0,0,1,0
plastic2_jpg.rf.da9d4ef8368a617d5bdffd9b2d46e9b4.jpg,0,0,0,0,1,0
plastic275_jpg.rf.078f085452e25ea96a362696f38f44a9.jpg,0,0,0,0,1,0
plastic294_jpg.rf.752b4ab3627683622b5fc62c15e2d091.jpg,0,0,0,0,1,0
plastic188_jpg.rf.f4751d6545f195def12a41e6fb78bfdb.jpg,0,0,0,0,1,0
plastic186_jpg.rf.b92d68cf1fe70f8eb270751768f2e14b.jpg,0,0,0,0,1,0
plastic241_jpg.rf.791baa13eda3e4a6736c0397e32595c5.jpg,0,0,0,0,1,0
plastic239_jpg.rf.0512095dfc2551a1a926c4794b4eb705.jpg,0,0,0,0,1,0
plastic240_jpg.rf.96abe22ad0596cbccf2872a9e8d2f810.jpg,0,0,0,0,1,0
plastic250_jpg.rf.15294c5878d7cab475ff8d110107aa9b.jpg,0,0,0,0,1,0
plastic187_jpg.rf.7409a3479f32b63f977f78f0d39d8985.jpg,0,0,0,0,1,0
plastic243_jpg.rf.4774e3eae763ca32fab81f8d6e713661.jpg,0,0,0,0,1,0
plastic246_jpg.rf.dd5d3da80334452279b90304bcbd0806.jpg,0,0,0,0,1,0
plastic142_jpg.rf.b6242f7e28786093b7d8bf76d959adc6.jpg,0,0,0,0,1,0
plastic245_jpg.rf.bb770101d35578dec59abe786b31f9f1.jpg,0,0,0,0,1,0
plastic196_jpg.rf.fe469a97132d5e1261c2a51f9a84a4b7.jpg,0,0,0,0,1,0
plastic235_jpg.rf.5a8269927ee7f2c87f193db0f08df43f.jpg,0,0,0,0,1,0
plastic24_jpg.rf.2a76b3dc8a82307387006610dd483035.jpg,0,0,0,0,1,0
plastic192_jpg.rf.dbdaa5dd4ca272719ea59d7f2b9a1595.jpg,0,0,0,0,1,0
plastic249_jpg.rf.b35993738e943bf82ae1abfe0dd44c63.jpg,0,0,0,0,1,0
plastic283_jpg.rf.7ec522aa406e413ed2d00aed5aeb8fa2.jpg,0,0,0,0,1,0
plastic194_jpg.rf.506329ac705d75ae65366b8eef752054.jpg,0,0,0,0,1,0
plastic189_jpg.rf.e9e90aaf805e0399f8792716825cb0e1.jpg,0,0,0,0,1,0
plastic284_jpg.rf.aed2de861f3fa31de51c276a6a0da8a1.jpg,0,0,0,0,1,0
plastic248_jpg.rf.459e4136c0239ae4518ba374cfe5038d.jpg,0,0,0,0,1,0
plastic282_jpg.rf.5557ba9a4dd834105fb025fa43f3e4e8.jpg,0,0,0,0,1,0
plastic193_jpg.rf.6a1c304dc8dc1872e410fc79f6012e54.jpg,0,0,0,0,1,0
plastic285_jpg.rf.b8e950199622e7226b0b40046fc50cce.jpg,0,0,0,0,1,0
plastic19_jpg.rf.b46dfc1b9d5096e2dccfd2b1c45bfd52.jpg,0,0,0,0,1,0
plastic28_jpg.rf.c1bc1267b0d2c3631ca2822f7a734e14.jpg,0,0,0,0,1,0
plastic288_jpg.rf.e225479c62b6f1e010dbe05656ba1fe9.jpg,0,0,0,0,1,0
plastic206_jpg.rf.6b7c550c2e463f6d3a57a923d96518f5.jpg,0,0,0,0,1,0
plastic25_jpg.rf.31e75a9c83fbfa16281920a6abe81673.jpg,0,0,0,0,1,0
plastic252_jpg.rf.1873e4b0f63abb821e410faccf6e6928.jpg,0,0,0,0,1,0
plastic208_jpg.rf.9ec7011bebf17c93dfaaf86abd0bf730.jpg,0,0,0,0,1,0
plastic292_jpg.rf.ce377a2ae1dabdb0ae8b3baa86a0e8f3.jpg,0,0,0,0,1,0
plastic289_jpg.rf.4e5adfd64c69aaf38d488d5807b0bcb0.jpg,0,0,0,0,1,0
plastic207_jpg.rf.d7cfc89ebce32a7f212864bfeab0e74b.jpg,0,0,0,0,1,0
plastic287_jpg.rf.13e4b34da3db4da0bc6d54f127a818fa.jpg,0,0,0,0,1,0
plastic244_jpg.rf.9eff6eb0629ca34e95edf1f2e3df4603.jpg,0,0,0,0,1,0
plastic258_jpg.rf.901b9796c0b1d6718ad691c0ba5290ca.jpg,0,0,0,0,1,0
plastic291_jpg.rf.18083fdbeca9d5a169384e576be94702.jpg,0,0,0,0,1,0
plastic280_jpg.rf.c334f9353355b0bb612c4e928686cf64.jpg,0,0,0,0,1,0
plastic195_jpg.rf.179bd29cdcbf437c4a405075ccf8b55b.jpg,0,0,0,0,1,0
